Sales Channel,OrderDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Discount Applied,Revenue,recency,frequency,monetary,R,F,M,rfm_group,rfm_total,segment
In-Store,2020-10-16,3,5,196,27,0.075,3112.28,30,159,445632.75,1,3,4,134,8,Need Attention
Online,2020-10-16,15,22,79,20,0.05,7067.16,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Online,2020-10-16,18,9,317,33,0.05,585.31,8,171,500166.4,2,4,5,245,11,Cant Lose Group
In-Store,2020-10-16,3,15,15,42,0.075,380.39,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Online,2020-10-16,18,48,207,47,0.15,754.69,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2020-10-17,16,6,190,27,0.075,3857.19,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Online,2020-10-17,16,33,11,10,0.2,477.58,4,156,495444.29,4,2,5,425,11,Champions
In-Store,2020-10-17,5,32,206,32,0.4,661.29,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Distributor,2020-10-17,22,44,75,42,0.05,7901.71,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2020-10-18,5,38,96,16,0.05,1204.99,8,150,350687.63,2,1,1,211,4,Need Attention
In-Store,2020-10-18,2,34,26,42,0.1,1155.75,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2020-10-18,6,45,325,1,0.2,386.72,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2020-10-18,11,15,54,3,0.075,7660.24,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Online,2020-10-18,13,10,337,27,0.1,606.22,15,158,435122.22000000003,1,3,3,133,7,Need Attention
In-Store,2020-10-18,4,31,320,11,0.3,1012.1,4,152,398616.83,4,2,2,422,8,At Risk Customer
In-Store,2020-10-18,10,28,152,9,0.1,820.08,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2020-10-18,1,3,5,8,0.1,708.19,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Online,2020-10-18,14,44,76,30,0.15,1634.93,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2020-10-18,6,48,217,7,0.075,1356.21,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Distributor,2020-10-19,21,37,270,16,0.4,205.02,11,152,425241.12,1,2,3,123,6,Need Attention
In-Store,2020-10-19,10,8,312,17,0.05,1294.44,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2020-10-19,8,46,200,18,0.075,1703.14,4,157,378414.74,4,3,2,432,9,At Risk Customer
Wholesale,2020-10-19,26,4,110,10,0.4,-1813.02,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2020-10-19,19,45,259,21,0.15,1827.76,5,156,407145.0,3,2,3,323,8,At Risk Customer
Online,2020-10-19,16,27,332,14,0.1,233.36,3,144,336959.79,5,1,1,511,7,Checker
Wholesale,2020-10-20,26,27,272,8,0.2,1697.78,3,144,336959.79,5,1,1,511,7,Checker
Online,2020-10-20,14,11,319,18,0.15,609.43,6,178,487614.24,3,5,5,355,13,Champions
Wholesale,2020-10-20,26,38,283,27,0.075,442.1,8,150,350687.63,2,1,1,211,4,Need Attention
In-Store,2020-10-20,10,15,237,13,0.1,1127.74,4,142,441668.35,4,1,4,414,9,Potential Loyalists
In-Store,2020-10-20,7,25,354,17,0.05,1299.8,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Wholesale,2020-10-20,27,43,41,32,0.2,5081.28,5,151,372471.34,3,2,2,322,7,At Risk Customer
Online,2020-10-20,14,28,203,20,0.1,456.67,8,145,348495.46,2,1,1,211,4,Need Attention
Distributor,2020-10-21,24,2,7,36,0.075,839.07,9,135,327409.14,2,1,1,211,4,Need Attention
Online,2020-10-21,13,2,344,41,0.4,-7868.41,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2020-10-21,5,5,64,15,0.05,387.26,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2020-10-21,10,24,248,5,0.05,4277.28,23,151,352505.54,1,2,1,121,4,Need Attention
In-Store,2020-10-21,4,28,355,4,0.05,2477.26,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2020-10-21,11,45,143,8,0.075,296.47,5,156,407145.0,3,2,3,323,8,At Risk Customer
Online,2020-10-21,13,27,65,5,0.15,920.58,3,144,336959.79,5,1,1,511,7,Checker
Online,2020-10-21,20,17,309,5,0.15,236.17,6,175,534027.38,3,5,5,355,13,Champions
Online,2020-10-21,18,33,73,13,0.1,272.69,4,156,495444.29,4,2,5,425,11,Champions
In-Store,2020-10-21,12,34,280,12,0.05,2805.96,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2020-10-21,1,10,38,43,0.075,2506.64,15,158,435122.22000000003,1,3,3,133,7,Need Attention
In-Store,2020-10-21,10,30,58,27,0.05,289.44,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2020-10-22,2,19,72,21,0.05,2176.7,3,165,443231.83,5,4,4,544,13,Potential Loyalists
In-Store,2020-10-22,8,19,61,13,0.075,2062.8,3,165,443231.83,5,4,4,544,13,Potential Loyalists
In-Store,2020-10-22,7,44,347,27,0.05,3519.91,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2020-10-22,9,24,265,40,0.4,-1736.64,23,151,352505.54,1,2,1,121,4,Need Attention
Online,2020-10-22,12,14,180,6,0.05,3220.02,5,157,381450.02,3,3,2,332,8,At Risk Customer
Online,2020-10-22,20,13,212,43,0.15,705.51,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2020-10-22,16,29,32,43,0.075,5003.23,2,179,531770.74,5,5,5,555,15,Champions
Online,2020-10-22,20,24,162,12,0.15,1498.12,23,151,352505.54,1,2,1,121,4,Need Attention
Online,2020-10-23,12,11,62,45,0.075,2908.5,6,178,487614.24,3,5,5,355,13,Champions
Online,2020-10-23,13,47,107,24,0.15,4582.8,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2020-10-23,9,18,347,5,0.075,914.55,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2020-10-23,25,2,41,2,0.15,0.0,9,135,327409.14,2,1,1,211,4,Need Attention
Wholesale,2020-10-23,28,6,237,35,0.075,2295.75,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Online,2020-10-23,16,32,230,1,0.4,831.54,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Distributor,2020-10-23,24,13,321,13,0.05,2875.1,4,171,441003.32,4,4,3,443,11,At Risk Customer
Wholesale,2020-10-23,26,28,278,33,0.05,251.25,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2020-10-23,3,9,248,26,0.1,4582.8,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Distributor,2020-10-23,25,43,326,24,0.075,956.06,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2020-10-23,7,32,104,12,0.05,3763.12,2,173,435206.07,5,5,3,553,13,Potential Loyalists
In-Store,2020-10-24,3,26,71,22,0.15,68.07,11,153,375766.72,1,2,2,122,5,Need Attention
Distributor,2020-10-24,25,12,228,10,0.2,733.25,3,210,616719.31,5,5,5,555,15,Champions
Distributor,2020-10-24,23,8,204,38,0.05,1565.39,5,142,338000.04,3,1,1,311,5,Checker
Online,2020-10-24,20,33,18,36,0.3,2367.38,4,156,495444.29,4,2,5,425,11,Champions
Wholesale,2020-10-24,25,49,317,5,0.05,990.53,7,152,354161.33,2,2,1,221,5,Need Attention
Wholesale,2020-10-24,27,20,353,3,0.1,507.06,9,167,439147.97,2,4,3,243,9,Cant Lose Group
Online,2020-10-24,12,10,270,13,0.4,-451.85,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Distributor,2020-10-24,23,5,52,30,0.2,100.77,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2020-10-25,5,15,335,42,0.05,3207.96,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Wholesale,2020-10-25,26,50,25,37,0.05,6051.51,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Online,2020-10-25,16,8,325,5,0.075,3229.07,5,142,338000.04,3,1,1,311,5,Checker
Online,2020-10-25,12,12,193,21,0.1,427.73,3,210,616719.31,5,5,5,555,15,Champions
In-Store,2020-10-25,10,50,193,43,0.4,19.3,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2020-10-25,9,32,80,34,0.075,4887.92,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Online,2020-10-25,14,12,273,27,0.15,423.31,3,210,616719.31,5,5,5,555,15,Champions
In-Store,2020-10-25,11,16,105,15,0.075,2033.12,3,135,402938.75,5,1,2,512,8,Potential Loyalists
In-Store,2020-10-25,11,5,178,25,0.075,854.25,30,159,445632.75,1,3,4,134,8,Need Attention
Online,2020-10-25,19,32,312,14,0.05,762.12,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Online,2020-10-25,17,27,200,38,0.075,3499.91,3,144,336959.79,5,1,1,511,7,Checker
In-Store,2020-10-26,4,43,14,3,0.075,14479.24,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2020-10-26,9,25,10,11,0.1,173.86,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Online,2020-10-26,18,33,35,31,0.1,1927.99,4,156,495444.29,4,2,5,425,11,Champions
In-Store,2020-10-26,12,3,171,27,0.15,1084.8,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Online,2020-10-26,16,29,203,20,0.3,-6039.65,2,179,531770.74,5,5,5,555,15,Champions
Online,2020-10-26,19,32,326,26,0.075,1532.83,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Wholesale,2020-10-26,26,33,195,35,0.15,3484.54,4,156,495444.29,4,2,5,425,11,Champions
Wholesale,2020-10-26,25,8,125,20,0.4,1707.7,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2020-10-26,11,16,240,34,0.075,910.93,3,135,402938.75,5,1,2,512,8,Potential Loyalists
Online,2020-10-27,19,26,245,18,0.2,466.32,11,153,375766.72,1,2,2,122,5,Need Attention
Distributor,2020-10-27,23,45,72,19,0.1,292.66,5,156,407145.0,3,2,3,323,8,At Risk Customer
Wholesale,2020-10-27,27,1,219,9,0.05,776.06,9,152,335933.63,2,2,1,221,5,Need Attention
Online,2020-10-27,14,18,133,28,0.05,2925.35,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Wholesale,2020-10-27,27,45,135,26,0.075,1056.59,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2020-10-27,10,22,320,39,0.05,956.76,4,140,401721.77,4,1,2,412,7,Potential Loyalists
In-Store,2020-10-27,4,24,174,23,0.2,721.19,23,151,352505.54,1,2,1,121,4,Need Attention
Online,2020-10-27,18,45,100,9,0.075,994.35,5,156,407145.0,3,2,3,323,8,At Risk Customer
Online,2020-10-27,16,37,96,20,0.2,134.27,11,152,425241.12,1,2,3,123,6,Need Attention
Distributor,2020-10-28,21,39,212,16,0.075,1127.61,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Distributor,2020-10-28,23,9,172,34,0.075,1946.62,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Online,2020-10-28,13,43,77,21,0.05,559.58,5,151,372471.34,3,2,2,322,7,At Risk Customer
Distributor,2020-10-28,23,43,343,5,0.05,866.71,5,151,372471.34,3,2,2,322,7,At Risk Customer
Distributor,2020-10-28,23,34,127,14,0.1,1429.44,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2020-10-28,6,44,14,7,0.05,245.22,3,156,348209.08,5,2,1,521,8,Checker
Online,2020-10-28,20,42,41,28,0.075,2194.92,2,161,427159.63,5,3,3,533,11,Potential Loyalists
In-Store,2020-10-28,1,49,235,27,0.15,1721.63,7,152,354161.33,2,2,1,221,5,Need Attention
Distributor,2020-10-28,25,18,90,13,0.05,3525.81,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2020-10-29,5,48,204,14,0.05,2035.46,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2020-10-29,14,23,63,7,0.1,3261.43,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Distributor,2020-10-29,25,42,316,12,0.1,2477.33,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Wholesale,2020-10-29,25,45,230,27,0.075,1104.39,5,156,407145.0,3,2,3,323,8,At Risk Customer
Distributor,2020-10-29,20,16,189,29,0.075,5993.82,3,135,402938.75,5,1,2,512,8,Potential Loyalists
In-Store,2020-10-29,8,41,83,37,0.1,7139.52,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Online,2020-10-29,13,36,55,37,0.2,394.76,4,156,441225.98,4,2,3,423,9,At Risk Customer
Online,2020-10-29,19,39,242,41,0.2,453.05,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2020-10-30,6,22,359,16,0.05,5699.29,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Online,2020-10-30,18,13,147,41,0.15,9602.77,4,171,441003.32,4,4,3,443,11,At Risk Customer
In-Store,2020-10-30,9,3,70,46,0.075,2296.63,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Online,2020-10-30,15,46,32,11,0.15,955.96,4,157,378414.74,4,3,2,432,9,At Risk Customer
Online,2020-10-30,13,37,103,32,0.05,480.52,11,152,425241.12,1,2,3,123,6,Need Attention
Online,2020-10-30,14,22,365,41,0.075,9318.36,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Wholesale,2020-10-30,27,26,55,8,0.1,795.96,11,153,375766.72,1,2,2,122,5,Need Attention
In-Store,2020-10-30,3,36,88,12,0.075,412.05,4,156,441225.98,4,2,3,423,9,At Risk Customer
Online,2020-10-30,13,4,363,6,0.15,79.6,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2020-10-30,18,28,230,15,0.3,2106.48,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2020-10-30,11,5,85,32,0.05,1582.27,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2020-10-30,12,23,112,24,0.15,447.43,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Wholesale,2020-10-30,26,32,36,10,0.075,3495.22,2,173,435206.07,5,5,3,553,13,Potential Loyalists
In-Store,2020-10-30,10,42,229,35,0.2,7728.45,2,161,427159.63,5,3,3,533,11,Potential Loyalists
In-Store,2020-10-31,2,32,192,28,0.15,980.21,2,173,435206.07,5,5,3,553,13,Potential Loyalists
In-Store,2020-10-31,5,48,311,16,0.2,1069.32,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2020-10-31,14,50,179,12,0.075,368.67,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2020-10-31,11,18,242,8,0.15,837.23,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Wholesale,2020-10-31,28,25,21,36,0.075,1257.26,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Online,2020-10-31,12,24,207,34,0.1,759.11,23,151,352505.54,1,2,1,121,4,Need Attention
Distributor,2020-10-31,24,24,229,31,0.1,269.54,23,151,352505.54,1,2,1,121,4,Need Attention
In-Store,2020-10-31,7,1,238,26,0.1,2123.77,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2020-10-31,4,24,58,5,0.15,73.97,23,151,352505.54,1,2,1,121,4,Need Attention
In-Store,2020-10-31,10,42,113,24,0.2,2325.57,2,161,427159.63,5,3,3,533,11,Potential Loyalists
In-Store,2020-10-31,9,33,187,8,0.05,874.35,4,156,495444.29,4,2,5,425,11,Champions
Online,2020-10-31,12,42,325,32,0.05,1970.2,2,161,427159.63,5,3,3,533,11,Potential Loyalists
In-Store,2020-11-01,2,5,1,3,0.1,1578.65,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2020-11-01,9,42,128,41,0.15,793.28,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Online,2020-11-01,17,14,330,27,0.1,107.87,5,157,381450.02,3,3,2,332,8,At Risk Customer
In-Store,2020-11-01,12,24,159,11,0.075,6761.64,23,151,352505.54,1,2,1,121,4,Need Attention
Distributor,2020-11-01,23,1,171,21,0.3,209.84,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2020-11-01,5,42,328,1,0.2,3973.1,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Distributor,2020-11-01,23,12,269,28,0.075,103.65,3,210,616719.31,5,5,5,555,15,Champions
In-Store,2020-11-01,11,47,283,3,0.2,120.6,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2020-11-01,3,36,65,17,0.2,1251.76,4,156,441225.98,4,2,3,423,9,At Risk Customer
Wholesale,2020-11-01,28,35,311,5,0.15,2195.52,10,145,345844.59,2,1,1,211,4,Need Attention
Distributor,2020-11-01,22,2,316,2,0.075,769.96,9,135,327409.14,2,1,1,211,4,Need Attention
Online,2020-11-01,16,34,247,43,0.05,1660.66,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Online,2020-11-01,16,24,318,26,0.3,201.2,23,151,352505.54,1,2,1,121,4,Need Attention
Online,2020-11-01,19,46,305,23,0.15,3468.93,4,157,378414.74,4,3,2,432,9,At Risk Customer
Online,2020-11-02,13,11,359,7,0.2,499.15,6,178,487614.24,3,5,5,355,13,Champions
Online,2020-11-02,17,38,132,4,0.05,7081.23,8,150,350687.63,2,1,1,211,4,Need Attention
Online,2020-11-02,19,26,346,43,0.075,2459.44,11,153,375766.72,1,2,2,122,5,Need Attention
In-Store,2020-11-02,6,2,165,8,0.1,530.91,9,135,327409.14,2,1,1,211,4,Need Attention
Distributor,2020-11-02,21,16,308,12,0.15,2937.28,3,135,402938.75,5,1,2,512,8,Potential Loyalists
In-Store,2020-11-02,8,25,324,28,0.2,3093.79,5,162,461601.95,3,4,4,344,11,Potential Loyalists
In-Store,2020-11-03,7,30,113,6,0.05,8411.05,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Wholesale,2020-11-03,25,11,294,21,0.05,555.3,6,178,487614.24,3,5,5,355,13,Champions
Online,2020-11-03,16,41,258,33,0.4,56.61,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Online,2020-11-03,14,6,283,24,0.15,406.56,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Wholesale,2020-11-03,27,28,162,42,0.05,7056.78,8,145,348495.46,2,1,1,211,4,Need Attention
Wholesale,2020-11-03,27,9,92,46,0.4,408.03,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Wholesale,2020-11-03,28,32,18,45,0.2,246.56,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Online,2020-11-03,13,40,336,23,0.1,332.32,9,150,406016.91,2,1,2,212,5,Need Attention
Online,2020-11-04,14,19,271,47,0.1,50.25,3,165,443231.83,5,4,4,544,13,Potential Loyalists
In-Store,2020-11-04,12,18,161,40,0.1,1139.0,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Wholesale,2020-11-04,26,27,187,47,0.075,1788.63,3,144,336959.79,5,1,1,511,7,Checker
In-Store,2020-11-04,4,50,260,29,0.15,8702.5,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2020-11-04,7,15,26,45,0.075,37.69,4,142,441668.35,4,1,4,414,9,Potential Loyalists
In-Store,2020-11-04,1,13,202,5,0.05,1884.58,4,171,441003.32,4,4,3,443,11,At Risk Customer
Distributor,2020-11-04,21,4,35,47,0.1,163.75,5,167,526981.0599999999,3,4,5,345,12,Champions
Wholesale,2020-11-05,27,45,162,25,0.15,34.64,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2020-11-05,7,18,231,35,0.05,2564.22,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2020-11-05,23,6,304,22,0.075,5761.36,4,143,392141.08,4,1,2,412,7,Potential Loyalists
In-Store,2020-11-05,9,31,234,7,0.075,3717.7,4,152,398616.83,4,2,2,422,8,At Risk Customer
Distributor,2020-11-05,22,8,347,33,0.075,4287.83,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2020-11-05,8,3,366,35,0.1,1247.54,10,181,466220.17,2,5,4,254,11,Cant Lose Group
In-Store,2020-11-05,12,38,126,11,0.05,398.78,8,150,350687.63,2,1,1,211,4,Need Attention
In-Store,2020-11-05,12,36,177,39,0.05,1612.42,4,156,441225.98,4,2,3,423,9,At Risk Customer
In-Store,2020-11-05,1,2,173,47,0.15,747.18,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2020-11-06,9,14,174,5,0.05,916.56,5,157,381450.02,3,3,2,332,8,At Risk Customer
In-Store,2020-11-06,4,41,3,25,0.075,5377.55,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Wholesale,2020-11-06,27,30,171,47,0.05,2673.3,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2020-11-06,8,26,309,27,0.05,1562.98,11,153,375766.72,1,2,2,122,5,Need Attention
In-Store,2020-11-06,1,29,241,12,0.15,4337.31,2,179,531770.74,5,5,5,555,15,Champions
Wholesale,2020-11-06,26,50,308,33,0.075,8534.06,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2020-11-06,3,7,36,42,0.05,769.16,3,153,414155.93,5,2,3,523,10,Potential Loyalists
Distributor,2020-11-07,22,47,306,42,0.05,1618.05,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
Distributor,2020-11-07,24,26,99,27,0.075,4192.99,11,153,375766.72,1,2,2,122,5,Need Attention
Online,2020-11-07,16,42,174,5,0.1,1001.78,2,161,427159.63,5,3,3,533,11,Potential Loyalists
In-Store,2020-11-07,1,40,8,37,0.075,68.34,9,150,406016.91,2,1,2,212,5,Need Attention
Online,2020-11-07,18,34,304,4,0.3,126.23,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Wholesale,2020-11-08,28,25,88,25,0.075,792.74,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Online,2020-11-08,16,28,345,46,0.1,2937.82,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2020-11-08,6,49,264,14,0.05,1277.96,7,152,354161.33,2,2,1,221,5,Need Attention
Distributor,2020-11-08,21,12,254,24,0.4,-2914.5,3,210,616719.31,5,5,5,555,15,Champions
Distributor,2020-11-08,23,29,12,39,0.15,59.09,2,179,531770.74,5,5,5,555,15,Champions
Online,2020-11-08,20,9,245,32,0.05,791.14,8,171,500166.4,2,4,5,245,11,Cant Lose Group
In-Store,2020-11-08,3,36,170,28,0.15,237.78,4,156,441225.98,4,2,3,423,9,At Risk Customer
Online,2020-11-08,14,24,337,27,0.1,4453.49,23,151,352505.54,1,2,1,121,4,Need Attention
Online,2020-11-09,18,40,80,1,0.2,326.42,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2020-11-09,7,47,278,8,0.1,3528.76,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
Online,2020-11-09,20,18,190,8,0.1,712.88,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2020-11-09,9,5,11,40,0.3,312.76,30,159,445632.75,1,3,4,134,8,Need Attention
Online,2020-11-09,14,30,111,10,0.05,717.57,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2020-11-09,6,45,181,31,0.05,733.78,5,156,407145.0,3,2,3,323,8,At Risk Customer
Distributor,2020-11-09,21,36,218,35,0.1,3065.92,4,156,441225.98,4,2,3,423,9,At Risk Customer
Online,2020-11-09,19,23,75,19,0.05,2204.03,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2020-11-09,6,22,299,6,0.15,1246.2,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Wholesale,2020-11-10,28,46,39,27,0.05,2687.5,4,157,378414.74,4,3,2,432,9,At Risk Customer
Distributor,2020-11-10,24,21,204,13,0.075,3421.56,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2020-11-10,8,28,63,13,0.05,9493.63,8,145,348495.46,2,1,1,211,4,Need Attention
Wholesale,2020-11-10,27,43,229,16,0.2,1110.59,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2020-11-10,6,32,293,36,0.05,497.48,2,173,435206.07,5,5,3,553,13,Potential Loyalists
In-Store,2020-11-10,1,19,133,23,0.05,6110.4,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Online,2020-11-10,16,17,130,20,0.4,559.58,6,175,534027.38,3,5,5,355,13,Champions
Distributor,2020-11-10,23,33,193,35,0.05,4639.75,4,156,495444.29,4,2,5,425,11,Champions
Online,2020-11-11,19,4,367,1,0.05,9740.86,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2020-11-11,16,40,104,19,0.15,433.36,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2020-11-11,9,8,94,38,0.2,-1018.4,5,142,338000.04,3,1,1,311,5,Checker
Online,2020-11-11,19,16,24,22,0.05,7038.35,3,135,402938.75,5,1,2,512,8,Potential Loyalists
Distributor,2020-11-11,24,6,327,32,0.075,7903.82,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Wholesale,2020-11-11,25,3,127,16,0.075,706.52,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Distributor,2020-11-11,21,28,41,27,0.075,1296.45,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2020-11-12,10,34,225,33,0.1,837.9,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2020-11-12,12,21,59,29,0.05,3439.11,3,164,479383.05,5,4,5,545,14,Champions
Wholesale,2020-11-12,28,10,16,45,0.075,2520.71,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Online,2020-11-12,15,18,279,38,0.05,1125.6,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Wholesale,2020-11-12,27,50,258,4,0.075,18711.69,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Wholesale,2020-11-12,26,30,10,21,0.05,7302.46,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Distributor,2020-11-12,23,19,101,32,0.2,5507.94,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Online,2020-11-12,12,39,295,11,0.15,5473.63,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Online,2020-11-12,17,3,221,11,0.2,926.21,10,181,466220.17,2,5,4,254,11,Cant Lose Group
In-Store,2020-11-12,3,33,186,47,0.05,435.03,4,156,495444.29,4,2,5,425,11,Champions
Wholesale,2020-11-12,28,40,209,18,0.05,1812.22,9,150,406016.91,2,1,2,212,5,Need Attention
Distributor,2020-11-13,25,5,361,17,0.075,4249.14,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2020-11-13,9,33,50,18,0.05,953.34,4,156,495444.29,4,2,5,425,11,Champions
In-Store,2020-11-13,1,24,338,46,0.05,2556.72,23,151,352505.54,1,2,1,121,4,Need Attention
In-Store,2020-11-13,3,35,189,9,0.2,1234.54,10,145,345844.59,2,1,1,211,4,Need Attention
Wholesale,2020-11-13,27,17,305,39,0.05,1720.56,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2020-11-13,2,14,287,27,0.2,2738.42,5,157,381450.02,3,3,2,332,8,At Risk Customer
Distributor,2020-11-13,24,45,245,46,0.2,174.2,5,156,407145.0,3,2,3,323,8,At Risk Customer
Online,2020-11-14,18,40,177,34,0.05,3388.06,9,150,406016.91,2,1,2,212,5,Need Attention
